,,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,UgwXJ-U6qpc8WcKVFkV4AaABAg,Richard Meikle,4 weeks ago,1.51077E+12,Cenk is a millionaire on paper and he still fights for ud,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.453,Worry,0.259
,UgxsTUMpzL4zkIgqTyB4AaABAg,Aaron Knight,4 weeks ago,1.51077E+12,What's the name of this politician again cuz I'm a conscious rapper and imma get at his ass,1,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.481,Hate,0.237
,Ugy7cCk3PIh4PFienxt4AaABAg,ezeblp,4 weeks ago,1.51077E+12,"On October 2, 2017, it was reported that Cloobeck donated $400,000 to the Las Vegas shooting GoFundMe campaign setup by law enforcement for benefit of victims",0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.368,Happiness,0.277
,Ugw3ObctZd56SJTZc8F4AaABAg,Ewan Wilson,4 weeks ago,1.51077E+12,I have a question. What do the democrats do with the money given to them by these people? Why is it important?,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.483,Worry,0.239
,UgwGgWPzydiqxUHJFMh4AaABAg,jacksprat418,4 weeks ago,1.51077E+12,"Bye bye fat-boy! Take your money and shove up it your fat, corporate ass! He is lucky I drive a small car, because if I bought the SUV instead, I would be hosing off his remains from the bottom of my car.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.569,Anger,0.218
,UgxgRN8PiO0NRk5cQqt4AaABAg,Beverly Hiott,4 weeks ago,1.51077E+12,"Look at all the $$ Bernie received form $27 form each American that were with him. There should be a cap on money used for elections on both sides , using same amt on each side and see how well they do...",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.346,Worry,0.277
,UgzIKi0bM9s_in3Cn354AaABAg,political kid,4 weeks ago,1.51077E+12,"Represent the voters!!!!Put on your boxing gloves that's why we elected you!!!!!",0,FALSE,0,,,,,,,/Positive/Love/,Positive,0.405,Love,0.277
,UgzAKTkYTBq2gY-rTbh4AaABAg,ezeblp,4 weeks ago,1.51077E+12,"vanilla ice try to warn us when he penned these words .....Yo, VIP, let's kick it!Ice ice babyIce ice babyAll right stopCollaborate and listenIce is back with my brand new inventionSomething grabs a hold of me tightlyThen I flow that a harpoon daily and nightlyWill it ever stop?Yo, I don't knowTurn off the lights and I'll glowTo the extreme, I rock a mic like a vandalLight up a stage and wax a chump like a candleDance",0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.482,Fun,0.283
,UgzZgk25FqCqVxrAHo94AaABAg,newxcxv,4 weeks ago,1.51077E+12,"Why do the koch retards have friggin ads running on tyt, koch shareholders should be pissed.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.543,Hate,0.239
,UgwL_H3RcSt_aktyd9x4AaABAg,L vamp,4 weeks ago,1.51077E+12,"The only people that should say ""we had enough"" is the middle and poor class, we need to change the system. Democrats are weak and being control and the Republican are plain insane and only care about themselves and their donors",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.594,Worry,0.231
,UgyufCOEGt8xlkjyNyZ4AaABAg,nick neyra,4 weeks ago,1.51077E+12,Paul ryan face on the screen _�_�_�_�_�_� that's epic,0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.385,Fun,0.234
,UgzW-pnoOlo4ZBF-k8t4AaABAg,Laurent D'Hondt,4 weeks ago,1.51077E+12,TYT at its best!,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.634,Happiness,0.289
,UgwvLxKi2yejZI99gnx4AaABAg,outseeker,4 weeks ago,1.51077E+12,yikes! what an ugly hunchback bulldog,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.504,Surprise,0.839
,Ugz3rYhhkK0mgtw_MIZ4AaABAg,JO PILOT,4 weeks ago,1.51077E+12,THEY DONT CARE ABOUT THE DEFICIT BECAUSE ITS IMPOSSIBLE TO PAY IT THAT NATIONAL DEBT IS MADE TO NEVER GET PAYED BACK���LOOK INTO YOURSELF RESEARCH INTO WHO LOANS THE MONEY AND HOW MUCH INTEREST THEY COLLECT (central banks),0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.444,Worry,0.241
,UgwQe6iTodEDxzAUXMp4AaABAg,keevee09,4 weeks ago,1.51077E+12,Love ya Cenk!,0,FALSE,0,,,,,,,/Positive/Love/,Positive,0.831,Love,0.744
,Ugxh_9fBcHHGM5fLnlR4AaABAg,Ardenwolfe,4 weeks ago,1.51077E+12,Wow. That was some shameless shit. Shameless.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.383,Hate,0.234
,Ugxl1Iry6BgbgIN5tqp4AaABAg,Sara Elias,4 weeks ago,1.51077E+12,This prank should just go for the the Republicans cuz he has another thing coming once there's going to be more Progressive in the Democratic party where he cannot buy it by the mouth the billing is rain is going to fall and crumble we are going to fight back ten times harder!,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.545,Worry,0.251
,UgwEYLYetadW8gAfuBp4AaABAg,Doug Tarnopol,4 weeks ago,1.51077E+12,Possibly Cenk�۪s finest moment.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.438,Surprise,0.608
,UgxuoH7s6rdyRA90DVd4AaABAg,Paul Robinson,4 weeks ago,1.51077E+12,Separate Bussiness from State. Just like they did with Church from State. It Is A TOXIC RELATIONSHIP.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.519,Surprise,0.586
,UgyfaoYq8fpG2wfkzS14AaABAg,keevee09,4 weeks ago,1.51077E+12,Eat the rich.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.365,Worry,0.239
,Ugx3CXKVjSz-NfPnqUl4AaABAg,switchbuckle5th,4 weeks ago,1.51077E+12,Not for nothing but the democrats thus far HAVEN'T capitulated to this fucker.,0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.418,Sadness,0.227
,UgxrlqPRpaVZ0rXqlgh4AaABAg,Gasman,4 weeks ago,1.51077E+12,Hey cenk how's that 20 million from a super dnc shill Jeffery katzenberg working out for you?  Hypocrites,2,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.492,Enthusiasm,0.291
,UgyIl9Qxk9_1Ukb_dVJ4AaABAg,Zod,4 weeks ago,1.51077E+12,1%'rs hate free speech,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.699,Hate,0.376
,UgyNhze1xM7FG-Nmaat4AaABAg,gloriakmm,4 weeks ago,1.51077E+12,how can he be so blatant? terrible optics! what a PR fail!!!,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.529,Worry,0.245
,UgxBDsaLTd9lOABzfFl4AaABAg,Alexander Puhl,4 weeks ago,1.51077E+12,Wow...,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.489,Surprise,0.899
,Ugxpb2TlhT3uT5Zca6h4AaABAg,fister fish,4 weeks ago,1.51077E+12,tell em cenk,1,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.465,Enthusiasm,0.275
,Ugy0nbvXVeCtFEkB-Yl4AaABAg,J. Vonh̦gen,4 weeks ago,1.51077E+12,"And that's why Bernie Sanders wasn't supposed to challenge Hillary Clinton during the 2016 Democratic presidential primaries. It all makes sense now, and I must say I feel bad for my American friends and family.The Trump administration has been in power for more than a year now, and yet Hillary Clinton keeps appearing in talk shows on TV. Why? Maybe she tries to stay in the spotlights as much as possible so she can defend the special treatment she obviously got from her party last year.Which makes me wonder, why wasn't H.Clinton's Joint Fundraiser Agreement of 2016 mentioned in this video? TYT didn't make any donations to her campaign, right?",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.614,Worry,0.233
,UgyGSzb_Lt70zoPC03Z4AaABAg,streglof,4 weeks ago,1.51077E+12,"""Don't call me what I am, it's disturbing!""",2,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.502,Worry,0.243
,Ugyl3IFxU9ztNwWifzp4AaABAg,sam sejavka,4 weeks ago,1.51077E+12,"You get 'em, Cenk. Outstanding!",7,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.387,Fun,0.231
,UgzYHOlI23jz8pEaj554AaABAg,Chason Wright,4 weeks ago,1.51077E+12,Welcome to Shark Tank: Political Edition,1,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.544,Empty tweets / Garbage / No sentiments,0.675
,UgxlTizVY314EHQH1UZ4AaABAg,Sequoia Ananda,4 weeks ago,1.51077E+12,Bring on the pitchforks...that's the point the rich seem to want to reach with this kind of rhetoric.,3,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.545,Hate,0.241
,UgwZeXyMVehtipf-ta14AaABAg,Alie Kamara,4 weeks ago,1.51077E+12,This guy is too arrogant. He needs to take his money and shove it.,1,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.563,Boredom,0.248
,UgyrhxjbpIchW35XKth4AaABAg,clarice525,4 weeks ago,1.51077E+12,"Stephen�� Cloobeck, what a nasty��arrogant self-absorbed POS. And what was that about ""Democrat principles""? Cloobeck has no clue what that means.",5,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.451,Surprise,0.9
,UgwYN2fR_No3KSFV1Yh4AaABAg,Gareth De Bruyn,4 weeks ago,1.51077E+12,Yeah we all want to do well. It's just that people like this dick head  wants to put laws and policies  in place that allow only him and his ilk to do well. And only they make millions and billions. While everyone else gets sucked dry.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.581,Hate,0.271
,UgwEJk4p_mZTBG_ZIMZ4AaABAg,First Last,4 weeks ago,1.51077E+12,"Steven Cloobeck another big fat pig.That much control over the federal government for a measly 2 million, what a joke.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.479,Hate,0.221
,UgxEzRYaUxHhFISyo-t4AaABAg,Aaron Gwozdz,4 weeks ago,1.51077E+12,This is almost the fairest thing the Chunky Turds have ever reported on until the percentages were brought up. Republicans are still worse than Democrats.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.509,Hate,0.243
,Ugy7NsF-Zk26hAZXxXZ4AaABAg,clarice525,4 weeks ago,1.51077E+12,He looks like a huge fat pink pig!! lol!,0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.483,Fun,0.263
,UgzKoffOxFNlxlNQOK94AaABAg,tevaughn thompson,4 weeks ago,1.51077E+12,He looks like the head officer on the simpsons in the thumbnail,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.467,Boredom,0.253
,Ugz9QqNlCmW8ZzYc7zt4AaABAg,Eliza M.,4 weeks ago,1.51077E+12,"Either have tax payer funded only campaigns or have a limit to what individuals can donate, $100 for instance. No corporate donors allowed because they are not people.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.522,Worry,0.231
,UgzDgLS3WQJ_FzfbIf54AaABAg,Sinnii Armzendlegz,4 weeks ago,1.51077E+12,"Awww, poor triggered rich babies...",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.743,Worry,0.261
,Ugw5cCWmHoV9kk8KBRp4AaABAg,occupynewparadigm,4 weeks ago,1.51077E+12,Remember when people were like who are these people that run our country? Well there is one of them right there.,1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.371,Surprise,0.902
,UgzXb7slMRSdMqJLlKJ4AaABAg,HoodGaming,4 weeks ago,1.51077E+12,The thumbnail looks kinda like a scared butch jones.... that is all,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.4,Worry,0.255
,Ugx_YOiAPD0cF1bJvUp4AaABAg,TheShmoo123,4 weeks ago,1.51077E+12,"Cenk, I'm as worked up about this as you, it's sending my blood pressure sky high. Can't believe that this tax bill is just going to sail through, it is so unjust, a massive f**k you to the workers who pay every penny of tax that they are supposed to. It seems that King John is alive and well I can't wait for Robin Hood to come and redress the balance!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.563,Worry,0.219
,UgyriNkx6svTQKd5DvB4AaABAg,George Golden,4 weeks ago,1.51077E+12,Its about the republican party tax plan. Dont bring on both sides .You are looking for conservative subscribers and they would not  buy it.Cut it out...,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.495,Worry,0.253
,Ugxirk7OGoxnRsnr-BR4AaABAg,occupynewparadigm,4 weeks ago,1.51077E+12,"Indict, convict, hang.",0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.45,Empty tweets / Garbage / No sentiments,0.581
,UgxdFia_xZLN9ytV2wZ4AaABAg,Fiona Kotziampasi,4 weeks ago,1.51077E+12,What makes these people so incredibly greedy?�� Do all people become like that when they become wealthy????�� I hope not!!!!!,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.362,Surprise,0.806
,UgwGMjhxi0tBjyqxdld4AaABAg,looneytoon76,4 weeks ago,1.51077E+12,If Scrooge McDick has so much money you'd think he'd afford to buy a neck,1,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.465,Boredom,0.242
,Ugw6PhAD6dueNJPR4CZ4AaABAg,Lindella Durrette,4 weeks ago,1.51077E+12,This is so wrong. We Americans are screwed no matter the party affiliation.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.737,Worry,0.256
,UgxHqXPUjdLA3L4SNkp4AaABAg,Ross Farrar,4 weeks ago,1.51077E+12,I'm Canadian. The US is going down in flames... how did Americans allow (and continue to allow) corporate and big donor money in politics? Americans are weak and stupid. You deserve  corporate sponsored parties (Reps and Dems) shitting all over you. Rise up.... do something you pathetic wimps. American exceptionalism...What a joke!!!,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.65,Hate,0.226
,UgydQ0yvJ5ex_OddEFd4AaABAg,Ross Farrar,4 weeks ago,1.51077E+12,I'm Canadian. The US is going down in flames... how did American allow (and continue to allow) corporate and big donor money in politics? Americans are weak and stupid..... you deserve these corporate sponsored parties (Reps and Dems) shitting all over you. Rise up.... do somethjing you pathetic wimps.   American exceptionalism... what a joke!!!,1,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.683,Anger,0.231
,UgyUa9GoK_Ar-hXNkVp4AaABAg,Survivor2002,4 weeks ago,1.51077E+12,Listening to Cloobeck makes me feel like I'm watching a deleted scene from THE GODFATHER.,5,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.377,Surprise,0.62
,UgyGT2zmJd5yf9nVrdh4AaABAg,Rick Bishop,4 weeks ago,1.51077E+12,BILLIONAIRE! BILLIONAIRE!  I guess there is no question about who is the boss in the USA.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.517,Worry,0.221
,UgyOf8FrNG2GA56uUwF4AaABAg,Liberal in Oklahoma,4 weeks ago,1.51077E+12,Take your money and buy a neck and stick the rest you know where.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.424,Surprise,0.598
,Ugz2HbxxwKb02Q-4S9F4AaABAg,Liberal in Oklahoma,4 weeks ago,1.51077E+12,"REPEAL "" CITIZENS UNITED"" NOW.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.407,Surprise,0.564
,UgxftSPc72zUmelEziZ4AaABAg,Stephen Kistenmacher,4 weeks ago,1.51077E+12,"Billionair! Billionair! Billionair!  Shut up you bloated, arrogant son of a bitch!!",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.433,Hate,0.279
,UgxejCd8UkjyqWfHyV14AaABAg,Adam T,4 weeks ago,1.51077E+12,"What a narcissistic, inarticulate moron. You can tell from his arrogance and self righteousness that he is way too accustomed to having people do as he wants.",8,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.394,Surprise,0.831
,UgzO9IS825gSCX4CfSh4AaABAg,Mijemu mijemu,4 weeks ago,1.51077E+12,"AND THEN YOU GET THIS SHIT, AND I QUOTE,""OK I REMEMBA, I TALKS TUH RUSSIANS, BUT YALLZ, I CAINTS REMEMBA NO HOWS."". UNREAL...............",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.683,Hate,0.28
,UgzetZdb4MxY3FwJ8VJ4AaABAg,Happy huWhite Man,4 weeks ago,1.51077E+12,"I love how Cenk starts this video with a lie by omission. Classic TYT. Don't the democrats take money from donors too? Even worst, they take it from foreign donors like the Saudis and George Soros.",0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.467,Boredom,0.304
,UgzrPAoSCmhIzeVGrTl4AaABAg,TheWarzoneXL,4 weeks ago,1.51077E+12,"I wish that people on cable news would call their guests ""pricks"" more.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.479,Anger,0.234
,UgyYpwCD4lx5zhr3KIB4AaABAg,crosseyedbandit,4 weeks ago,1.51077E+12,The entire system is corrupt . Burn it down,1,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.542,Worry,0.254
,UgwN2DdyA-S_WZac50t4AaABAg,JJSC,4 weeks ago,1.51077E+12,"If you ever want to read a more frightening example of the utterly detached politico-legal-economic oligarchy the US has become, read the appallingly ignorant majority opinion in the supreme court's Citizens United case.They actually state there is not, and their decision would not, corrupt the process of governance. Note these are sickeningly the titular pinnacle of the US legal profession. What a complete freak show US governance has become.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.58,Hate,0.238
,UgxfnjchpGR-CGpmcvR4AaABAg,ivan dennis,4 weeks ago,1.51077E+12,and republican and democratic voters will keep voting for the politicians the donor class bought. so we need to make money anyway we can.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.36,Surprise,0.53
,UgwaqLJtWUmfTCEL94h4AaABAg,Capanema,4 weeks ago,1.51077E+12,Cenk is a phony. He loves capitalism but hates the capitalists? It doesn't make any sense.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.7,Hate,0.285
,Ugx8aiQdbwbWUi2EwwR4AaABAg,Marjorie Tillman,4 weeks ago,1.51077E+12,This Cloobek guy,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.464,Hate,0.291
,UgzPwOzm7O56kudp6iR4AaABAg,Ulf ��man,4 weeks ago,1.51077E+12,"Is this guy Cloobeck, the rich twin of Alex Jones?",3,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.338,Surprise,0.741
,Ugyn56ec9xHjteaASed4AaABAg,Dzilla64,4 weeks ago,1.51077E+12,Boom!,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.52,Empty tweets / Garbage / No sentiments,0.527
,Ugz8Do8Zbd_60XnGpcF4AaABAg,Marie D,4 weeks ago,1.51077E+12,"Its ok folks! I've talked to Schumer. I've talked to Whyden. I've talked to Pelosie. I told them to knock it off! Oh, wait they don't give a shit about my opinion.",0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.552,Boredom,0.254
,UgzARAEnn8rD1thacDJ4AaABAg,THE JACK HQ,4 weeks ago,1.51077E+12,Wow.... was Stephen about to cry?,0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.592,Sadness,0.261
,Ugzz7wQsjRAczI4MNZV4AaABAg,TremereTT,4 weeks ago,1.51077E+12,"So doesn't every democracy have legalized bribing? Over here in Germany, for example the BMW owners gave ���100,000.00 in donations to the party of Angela Merkel. Also 50% of donations can be deduced.The thing is that parties don't rely on donations exclusively. Every party gets ���1 per vote it recieves. Also small donations get a subsedy of 45 cents per Euro per unique donation below 3300 ���. So parties profit from locally rich people down to normal people. And then there is the fee you have to pay for beeing part of the party.Some parties are more or less companies. The social democrats for example have a heavy impact in the press and book publishing industrie. If you buy schoolbooks it's allmost guarantied that you support the social democratic party.I'm still not convinced what I dislike more. Media companies running the party or parties running the media companies.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.611,Worry,0.285
